id,Espécie,jan,fev,mar,abr,mai,jun,jul,ago,set,out,nov,dez
45,Andropogon leucostachyus,1,1,1,1,1,1,1,0,0,0,0,1
46,Andropogon selloanus,1,1,1,1,0,0,0,0,0,0,0,0
47,Andropogon virgatus,1,1,1,0,0,0,0,1,1,1,1,1
48,Aniba rosiodora,0,0,0,0,0,0,0,0,1,1,0,0
49,Anisocapparis speciosa,1,1,0,0,0,0,0,0,0,0,1,1
50,Annona cacans,1,0,0,0,0,0,0,0,0,0,1,1
51,Annona coriacea,0,0,1,1,1,0,0,0,0,0,0,0
52,Annona crassiflora,1,1,1,1,0,0,0,0,0,1,1,1
53,Annona emarginata,1,0,0,0,0,0,0,0,0,0,0,0
54,Annona montana,0,1,1,1,1,1,1,1,0,0,0,0
55,Annona mucosa,0,0,0,0,0,0,0,0,1,1,1,1
56,Annona neosalicifolia,0,1,1,1,0,0,0,0,0,0,0,0
57,Annona neosericea,1,1,0,0,0,0,0,0,0,0,0,1
58,Annona rugulosa,1,1,1,0,0,0,0,0,0,0,0,0
59,Annona sylvatica,1,1,1,1,0,0,0,0,0,1,1,1
60,Antrocaryon amazonicum,0,0,0,1,1,1,0,0,0,0,0,0
61,Apeiba echinata,0,0,0,0,0,0,0,0,1,1,1,0
62,Apeiba tibourbou,0,0,0,0,0,0,0,1,1,1,1,0
63,Apuleia leiocarpa,1,1,1,1,1,1,1,1,1,1,1,1
65,Arachis pintoi,1,1,1,1,1,1,1,1,1,1,1,1
66,Araucaria angustifolia,0,0,0,1,1,1,0,0,0,0,0,0
67,Aristida gibbosa,0,0,0,0,1,1,0,0,0,0,0,0
68,Aristida recurvata,0,0,0,1,1,1,1,0,0,0,0,0
69,Aristida riparia,0,0,0,0,0,1,0,0,0,0,0,0
70,Aristida setifolia,1,1,1,1,0,0,0,0,0,0,0,0
71,Aristida torta,0,0,1,0,0,0,0,0,0,0,0,0
72,Aspidosperma australe,0,0,0,1,1,0,1,1,0,0,0,0
73,Aspidosperma cylindrocarpon,1,1,1,1,1,0,0,0,0,0,0,1
74,Aspidosperma desmanthum,1,1,1,1,0,0,0,0,1,1,1,1
75,Aspidosperma discolor,0,0,0,0,0,0,0,1,1,0,0,0
76,Aspidosperma macrocarpon,0,0,0,0,0,0,1,1,1,1,0,0
77,Aspidosperma oblongum,1,1,1,1,0,0,0,0,1,1,1,1
78,Aspidosperma olivaceum,0,0,0,0,0,0,1,1,0,0,0,0
79,Aspidosperma parvifolium,0,0,0,0,0,0,1,1,1,1,0,0
80,Aspidosperma polyneuron,0,0,0,0,1,1,1,1,1,1,0,0
81,Aspidosperma pyrifolium,1,0,0,0,0,0,0,1,1,1,1,1
82,Aspidosperma quebracho,0,0,0,0,0,0,0,0,1,1,1,0
83,Aspidosperma spruceanum,0,0,0,0,0,0,0,1,1,0,0,0
84,Aspidosperma subincanum,0,0,0,0,0,0,0,1,1,0,0,0
85,Aspidosperma tomentosum,0,0,0,0,1,1,0,1,1,1,0,0
86,Aspilia foliacea,0,0,0,1,1,1,0,0,0,0,0,0
87,Astrocaryum aculeatum,1,1,1,1,1,1,1,1,1,1,1,1
88,Astrocaryum murumuru,0,0,0,0,0,1,1,1,1,1,1,0
89,Astrocaryum vulgare,1,1,1,1,0,0,0,0,0,0,0,0
90,Astronium fraxinifolium,0,0,0,0,0,0,0,0,1,1,1,0
91,Astronium graveolens,0,0,0,0,0,0,0,0,1,1,0,0
92,Astronium lecointei,0,1,1,1,1,1,1,0,0,0,0,0
93,Attalea maripa,1,1,1,0,0,0,0,0,0,0,0,0
94,Attalea phalerata,1,1,1,0,0,0,0,0,0,0,1,1
95,Attalea speciosa,1,0,0,0,0,0,0,1,1,1,1,1
97,Axonopus aureus,0,0,0,0,1,0,0,0,0,0,0,0
98,Axonopus brasiliensis,1,1,1,1,1,1,0,0,0,0,0,0
99,Axonopus capillaris,1,1,0,0,0,0,0,0,0,1,1,1
102,Axonopus marginatus,0,0,0,1,1,0,0,0,0,0,0,0
104,Axonopus pellitus,0,1,0,0,0,0,0,0,0,0,0,0
105,Axonopus pressus,0,0,0,0,1,1,0,0,0,0,0,0
107,Axonopus siccus,1,1,0,0,0,1,1,1,1,1,1,1
109,Baccharis dracunculifolia,1,1,1,1,1,1,1,0,0,0,0,0
110,Baccharis humilis,1,1,1,1,1,1,0,0,0,0,1,1
111,Bactris gasipaes,1,1,1,0,0,0,0,0,0,0,0,1
112,Bagassa guianensis,1,1,0,0,0,0,0,0,1,1,1,1
113,Banara guianensis,0,0,1,1,1,0,0,0,0,0,0,0
114,Bauhinia cheilantha,0,1,1,1,1,0,0,0,0,0,0,0
115,Bauhinia dumosa,0,0,0,0,0,0,0,0,1,1,0,0
116,Bauhinia forficata,1,1,1,1,1,1,1,1,1,1,1,1
117,Bauhinia rufa,1,1,1,0,0,0,0,0,0,0,1,1
118,Bellucia dichotoma,1,1,1,0,0,0,0,0,0,0,0,0
119,Bertholletia excelsa,1,1,1,0,0,0,0,0,0,0,0,0
120,Bidens gardneri,1,1,1,1,1,1,1,1,1,1,1,1
121,Bixa orellana,0,1,1,1,1,1,0,0,0,0,0,0
122,Blepharocalyx salicifolius,1,1,1,1,0,0,0,0,0,0,1,1
123,Bowdichia nitida,0,0,0,0,0,1,1,1,0,0,0,0
124,Bowdichia virgilioides,0,0,0,0,0,0,0,1,1,1,1,1
125,Bromelia balansae,1,1,1,1,1,0,0,0,0,0,0,0
127,Bromus catharticus,0,0,0,0,0,0,0,0,1,1,1,1
128,Brosimum gaudichaudii,1,0,0,0,0,0,1,1,1,1,1,1
129,Brosimum guianense,0,0,0,0,0,0,0,0,0,0,1,1
130,Brosimum parinarioides,1,0,0,0,0,0,0,0,1,1,1,1
131,Brosimum rubescens,0,1,1,1,0,0,0,0,0,0,0,0
132,Buchenavia grandis,1,1,1,1,1,0,0,0,0,1,1,1
133,Buchenavia tomentosa,1,1,1,1,1,0,0,1,1,0,0,1
134,Butia leiospatha,0,0,0,0,0,1,1,1,1,1,1,1
136,Butia yatay,1,1,1,1,0,0,0,0,0,0,0,0
137,Byrsonima basiloba,0,0,0,1,1,1,0,0,0,0,0,0
138,Byrsonima coccolobifolia,1,1,1,0,0,0,0,0,0,1,1,1
139,Byrsonima crassifolia,1,1,1,1,1,0,0,0,0,0,0,0
140,Byrsonima densa,1,1,0,0,0,0,0,0,1,1,1,1
141,Byrsonima intermedia,1,1,1,1,1,1,0,0,0,1,1,1
142,Byrsonima sericea,0,1,1,1,1,0,0,0,0,0,0,0
143,Byrsonima verbascifolia,1,1,0,0,0,0,0,0,0,1,1,1
144,Cabralea canjerana,0,0,0,0,0,0,0,1,1,1,1,1
145,Calea gardneriana,1,0,0,0,0,0,0,0,1,1,1,1
147,Calliandra dysantha,0,0,0,0,0,0,0,1,1,1,0,0
148,Callisthene fasciculata,0,0,0,0,0,0,1,1,1,1,1,0
149,Callisthene major,0,0,0,0,0,1,1,0,0,0,0,0
150,Calophyllum brasiliense,1,1,1,1,1,1,1,1,1,1,1,0
151,Calycophyllum multiflorum,0,0,0,0,0,1,1,1,1,0,0,0
152,Calycophyllum spruceanum,0,0,0,0,0,1,1,1,0,0,0,0
153,Campomanesia adamantium,1,0,0,0,0,0,0,0,0,0,0,1
154,Campomanesia guazumifolia,1,1,1,0,0,0,0,0,0,0,0,1
155,Campomanesia velutina,0,0,0,0,0,0,0,0,0,0,1,1
156,Campomanesia xanthocarpa,1,1,0,0,0,0,0,0,0,1,1,1
157,Carapa guianensis,0,1,1,0,0,1,1,0,0,0,0,0
158,Cardiopetalum calophyllum,0,0,1,1,0,0,0,0,0,0,0,0
159,Cariniana estrellensis,0,0,0,0,0,1,1,0,0,0,0,0
160,Cariniana legalis,0,0,0,1,1,1,1,1,0,0,0,0
161,Cariniana rubra,0,0,0,0,0,0,1,1,0,0,0,0
162,Caryocar brasiliense,1,1,0,0,0,0,0,0,0,1,1,1
163,Caryocar coriaceum,1,0,0,0,0,0,0,0,0,0,1,1
164,Caryocar glabrum,1,1,1,0,0,0,0,0,0,0,0,0
165,Caryocar microcarpum,0,1,1,1,1,1,0,0,0,0,0,0
166,Caryocar villosum,1,1,1,1,1,0,0,0,0,0,1,1
168,Casearia rupestris,0,0,0,0,0,0,0,0,1,1,0,0
169,Casearia sylvestris,1,1,1,0,0,1,1,1,1,1,1,1
170,Cassia ferruginea,0,0,0,0,0,0,0,1,1,1,0,0
171,Cassia grandis,0,0,0,0,0,0,0,0,0,0,1,1
172,Cassia leiandra,0,0,1,1,1,1,1,1,0,0,0,0
173,Cecropia glaziovii,0,0,0,0,0,0,0,0,1,1,0,0
174,Cecropia hololeuca,1,1,1,1,1,1,1,0,0,1,1,1
175,Cecropia pachystachya,0,0,0,0,1,1,1,1,1,0,0,0
176,Cecropia palmata,1,1,0,0,0,0,0,0,1,1,1,1
177,Cecropia sciadophylla,1,1,1,1,1,0,0,0,0,1,1,1
178,Cedrela fissilis,1,1,1,1,1,1,1,1,0,0,1,1
179,Cedrela odorata,0,1,1,1,1,1,1,1,1,1,1,0
180,Cedrelinga cateniformis,1,1,1,1,1,0,0,0,0,0,0,0
181,Ceiba glaziovii,0,0,0,0,0,0,1,1,0,0,0,0
182,Ceiba pentandra,1,1,0,0,0,0,1,1,1,1,1,1
183,Ceiba pubiflora,0,0,0,0,0,1,1,1,0,0,0,0
184,Ceiba speciosa,0,0,0,0,1,1,1,1,1,0,0,0
186,Celtis iguanaea,1,1,1,0,0,0,0,0,0,0,1,1
187,Celtis pubescens,1,1,1,1,1,1,0,0,0,0,1,1
188,Cenchrus brownii,0,0,0,1,1,1,1,1,1,0,0,0
189,Cenostigma tocantinum,0,0,0,0,0,0,0,0,0,1,1,1
190,Centrolobium paraense,0,0,0,0,0,1,1,1,1,1,1,0
191,Centrolobium robustum,0,0,0,0,0,1,1,1,1,0,0,0
193,Centrosema virginianum,1,1,1,1,1,1,1,1,0,0,1,1
195,Chamaecrista flexuosa,1,1,1,1,1,1,1,1,1,0,1,1
196,Chascolytrum subaristatum,0,0,0,0,0,0,0,0,0,1,1,1
197,Cheiloclinium cognatum,1,1,0,0,0,0,0,0,0,0,1,1
198,Chrysophyllum marginatum,0,0,0,0,0,0,1,1,1,1,0,0
199,Citharexylum montevidense,1,1,1,1,1,1,1,0,0,0,0,1
200,Citharexylum myrianthum,1,1,1,0,0,0,0,0,0,0,0,1
202,Clarisia racemosa,0,0,0,0,0,0,1,1,1,0,0,0
203,Clitoria fairchildiana,0,0,0,0,1,1,1,0,0,0,0,0
204,Clusia criuva,0,0,0,0,0,1,1,1,1,1,0,0
205,Cnidoscolus quercifolius,1,1,1,1,1,1,1,1,0,0,0,0
206,Cochlospermum regium,0,0,0,0,0,0,0,1,1,0,0,0
208,Colubrina glandulosa,0,0,0,0,1,1,1,1,1,0,0,0
209,Combretum duarteanum,1,0,0,1,1,1,1,1,1,0,0,1
210,Combretum leprosum,1,1,1,1,1,1,0,0,1,1,1,1
211,Commiphora leptophloeos,1,1,1,1,1,1,0,0,0,0,1,1
212,Connarus suberosus,1,1,0,0,0,0,0,0,1,1,1,1
213,Copaifera duckei,0,1,1,1,1,1,1,0,0,0,0,0
215,Copaifera martii,0,0,0,0,0,0,1,1,0,0,0,0
216,Copaifera multijuga,0,0,0,0,1,1,1,1,0,0,0,0
217,Copernicia alba,1,1,1,1,1,0,0,0,0,0,0,0
218,Copernicia prunifera,1,1,1,0,0,0,0,0,0,0,1,1
219,Cordia alliodora,0,0,0,0,0,0,1,1,0,0,0,0
220,Cordia americana,0,0,0,0,0,0,0,0,0,0,1,1
221,Cordia bicolor,1,1,1,0,0,0,0,0,0,1,1,1
222,Cordia glabrata,0,0,0,0,0,0,0,0,1,1,0,0
223,Cordia goeldiana,1,0,0,0,0,0,0,0,0,0,1,1
224,Cordia oncocalyx,0,0,0,1,1,1,1,1,1,0,0,0
225,Cordia sellowiana,0,0,0,0,0,0,0,0,1,1,0,0
226,Cordia superba,0,0,1,1,1,1,0,0,1,1,1,1
227,Cordia trichotoma,0,0,0,1,1,1,1,1,1,1,1,1
228,Cordiera sessilis,1,0,0,0,0,0,0,1,1,1,1,1
229,Couepia bracteosa,0,1,1,1,1,0,0,0,0,0,0,0
230,Couepia grandiflora,1,1,0,0,0,0,0,0,0,0,0,1
231,Couepia longipendula,1,1,1,0,0,0,0,0,0,0,1,1
232,Couma macrocarpa,0,0,1,1,1,1,0,0,0,0,0,0
233,Couma utilis,1,1,0,0,0,0,0,0,0,0,1,1
234,Couratari guianensis,1,1,1,1,1,1,0,0,0,0,1,1
235,Couratari stellata,1,1,0,0,0,0,0,0,0,0,0,0
236,Crateva tapia,1,1,1,1,1,0,0,0,0,0,0,0
237,Crotalaria tweediana,1,1,1,1,0,0,0,0,1,1,1,1
238,Croton conduplicatus,0,1,1,1,0,0,0,0,0,0,0,0
239,Croton floribundus,1,0,0,0,0,0,0,0,0,0,0,0
240,Croton sonderianus,0,1,1,1,0,0,0,0,0,0,0,0
241,Croton urucurana,1,1,1,1,1,1,1,0,0,0,0,0
242,Crudia oblonga,1,1,1,1,0,0,0,0,1,1,1,1
243,Ctenium chapadense,0,0,1,1,1,0,0,0,0,0,0,0
244,Cupania oblongifolia,0,0,0,0,0,0,1,1,1,0,0,0
245,Cupania scrobiculata,0,0,1,1,1,0,0,0,0,0,0,0
246,Cupania vernalis,0,0,0,0,0,0,0,0,1,1,1,1
247,Curatella americana,0,0,0,0,0,0,0,0,1,1,1,1
248,Cybistax antisyphillitica,0,0,1,1,1,1,1,1,1,1,0,0
249,Dalbergia cearensis,0,0,0,0,0,0,1,1,1,1,1,1
250,Dalbergia miscolobium,0,0,0,0,1,1,1,0,0,0,0,0
251,Dalbergia nigra,1,1,1,1,1,1,1,1,1,0,0,0
252,Dalbergia spruceana,0,0,0,0,0,1,1,1,1,0,0,0
255,Davilla elliptica,0,0,0,1,1,1,1,1,1,1,0,0
258,Desmodium incanum,1,1,1,0,0,0,0,0,0,0,0,1
259,Dialium guianense,0,0,1,1,1,1,1,1,0,0,0,0
261,Dilodendron bipinnatum,0,0,0,0,0,0,0,0,1,1,1,1
262,Dimorphandra mollis,1,1,1,0,0,0,0,1,1,1,1,1
263,Dinizia excelsa,1,1,1,0,0,0,0,1,1,1,1,1
264,Diospyros hispida,1,1,1,1,1,0,0,0,0,0,1,1
265,Diospyros inconstans,1,1,1,1,1,0,0,0,0,0,0,0
266,Diospyros sericea,1,0,0,0,0,0,0,0,0,0,0,1
267,Diplokeleba floribunda,0,0,0,0,0,1,1,1,1,1,1,1
268,Diplotropis purpurea,1,1,1,1,1,0,0,0,0,0,1,1
269,Dipteryx alata,0,0,0,0,0,0,0,1,1,0,0,0
270,Dipteryx odorata,1,1,1,1,1,1,1,0,0,0,1,1
271,Diptychandra aurantiaca,0,0,0,0,0,1,1,1,1,1,1,1
273,Duguetia furfuracea,0,0,0,1,1,1,1,1,1,1,1,1
274,Duguetia lanceolata,1,1,1,0,0,0,0,0,0,0,1,1
275,Echinochloa polystachya,1,1,1,1,1,1,0,0,0,0,0,1
276,Echinolaena inflexa,1,1,1,1,1,1,1,1,1,1,1,0
277,Eleocharis bonariensis,1,1,1,0,0,0,0,0,1,1,1,1
278,Eleocharis viridans,1,1,1,0,0,0,0,0,1,1,1,1
280,Emmotum nitens,0,0,0,0,0,0,0,0,1,1,1,1
281,Endopleura uchi,1,1,1,1,1,1,1,1,1,1,0,0
283,Enterolobium gummiferum,1,0,0,0,1,1,1,1,1,1,1,1
284,Enterolobium schomburgkii,0,0,0,0,0,0,1,1,0,0,0,0
285,Eperua oleifera,0,0,0,0,0,1,1,0,0,0,0,0
286,Eragrostis maypurensis,0,0,0,1,1,0,0,0,0,0,0,0
287,Eragrostis rufescens,1,1,1,1,1,0,0,1,1,1,1,1
288,Eremanthus erythropappus,0,0,0,0,0,0,1,1,1,1,1,0
289,Eriotheca globosa,0,0,0,0,0,0,0,0,1,1,1,1
290,Eriotheca gracilipes,1,1,0,0,0,0,0,0,1,1,1,1
291,Eriotheca pubescens,0,0,0,0,0,0,0,1,1,1,1,0
292,Erisma uncinatum,0,1,1,1,0,0,0,0,0,0,0,0
294,Erythrina cristagalli,1,1,0,0,0,0,0,0,0,1,1,1
295,Erythrina falcata,1,1,1,1,1,1,1,1,1,1,1,0
296,Erythrina fusca,0,0,0,0,0,0,0,0,1,1,1,0
297,Erythrina speciosa,0,0,0,0,0,0,0,0,0,1,1,0
298,Erythrina velutina,0,0,0,0,0,0,0,0,1,1,1,0
299,Erythrina verna,1,0,0,0,0,0,0,0,1,1,1,1
300,Erythroxylum argentinum,1,1,1,0,0,0,0,0,0,0,0,1
301,Erythroxylum daphnites,0,0,0,0,0,0,0,0,0,0,1,1
304,Eschweilera coriacea,1,1,1,1,1,1,1,0,0,0,0,1
306,Eugenia dysenterica,0,0,0,0,0,0,0,0,1,1,1,0
307,Eugenia florida,1,0,0,0,0,0,0,0,1,1,1,1
308,Eugenia involucrata,0,0,0,0,0,0,0,0,0,1,1,1
309,Eugenia klotzschiana,1,0,0,0,0,0,0,0,0,1,1,1
310,Eugenia myrcianthes,0,0,0,0,0,0,0,0,1,1,1,0
311,Eugenia patrisii,1,1,0,1,1,1,0,0,1,1,1,1
312,Eugenia pyriformis,1,0,0,0,0,0,0,0,0,0,1,1
314,Eugenia uniflora,1,1,0,0,0,0,0,0,0,0,1,1
315,Eugenia uruguayensis,0,0,0,1,1,1,0,0,0,0,0,0
316,Euterpe edulis,1,1,1,1,0,0,0,0,1,1,1,1
317,Euterpe oleracea,0,0,0,0,0,0,1,1,1,1,1,1
318,Euterpe precatoria,0,0,0,0,0,0,1,1,0,0,0,0
319,Euxylophora paraensis,1,1,0,0,0,0,0,0,0,1,1,1
320,Ficus cestrifolia,0,0,0,0,1,1,1,0,0,0,0,0
321,Ficus luschnathiana,1,0,0,0,0,0,0,0,0,0,0,1
322,Ficus trigona,0,0,0,0,1,1,1,1,1,1,1,1
323,Gallesia integrifolia,0,0,0,1,1,1,1,1,1,1,0,0
324,Garcinia brasiliensis,1,1,1,1,1,1,1,1,1,1,1,1
325,Garcinia gardneriana,1,1,0,0,0,0,0,0,0,0,1,1
326,Garcinia macrophylla,1,1,0,0,0,0,0,1,1,1,1,1
327,Geissospermum laeve,1,1,1,0,0,0,0,0,0,0,0,0
329,Geoffroea spinosa,1,1,1,0,0,0,0,0,0,0,0,1
331,Gomphrena arborescens,0,1,1,1,1,0,0,0,0,0,0,0
332,Goupia glabra,0,0,1,1,1,1,1,1,1,1,1,1
333,Guapira noxia,0,0,0,0,0,0,0,0,0,1,1,0
334,Guarea guidonia,0,1,1,1,1,1,0,0,1,1,1,1
335,Guarea macrophylla,0,0,0,0,0,1,0,0,0,0,0,0
336,Guazuma ulmifolia,0,0,0,0,0,1,1,1,1,1,1,0
338,Guettarda viburnoides,1,1,1,1,1,0,0,0,0,0,0,0
339,Gymnanthes klotzschiana,1,1,1,1,1,1,0,0,0,0,1,1
342,Gymnopogon spicatus,0,0,1,1,1,0,0,0,0,0,0,0
343,Hancornia speciosa,1,1,1,1,0,0,1,1,1,1,1,1
344,Handroanthus barbatus,0,0,0,1,1,0,0,0,0,0,0,0
345,Handroanthus chrysotrichus,0,0,0,0,0,0,0,0,1,1,1,0
346,Handroanthus heptaphyllus,0,0,0,0,0,0,0,0,1,1,1,0
347,Handroanthus impetiginosus,0,0,0,0,0,0,1,1,1,1,0,0
348,Handroanthus ochraceus,0,0,0,0,0,0,0,0,1,1,0,0
349,Handroanthus serratifolius,1,0,0,0,0,0,0,0,1,1,1,1
350,Handroanthus spongiosus,1,0,0,0,0,0,0,0,0,0,1,1
351,Handroanthus umbellatus,0,0,0,0,0,0,0,0,0,1,0,0
352,Helicostylis tomentosa,1,1,1,0,0,0,0,0,0,0,0,0
353,Helicteres sacarolha,0,0,0,1,1,1,1,1,1,0,0,0
354,Helietta apiculata,1,1,1,1,1,0,0,0,0,0,0,0
358,Heteropterys pteropetala,0,0,1,1,1,1,1,1,1,0,0,0
359,Hevea brasiliensis,1,1,1,0,0,0,0,0,0,0,0,0
360,Himatanthus articulatus,0,0,1,1,1,0,0,0,0,0,0,0
361,Himatanthus obovatus,0,0,0,1,1,1,1,0,0,0,0,0
362,Hirtella glandulosa,0,0,0,0,0,0,0,0,1,1,0,0
363,Hirtella gracilipes,0,0,0,0,0,0,0,0,1,1,0,0
365,Huberodendron swietenioides,0,0,0,1,1,1,1,0,0,0,0,0
366,Humiria balsamifera,1,1,1,0,0,0,0,0,0,0,1,1
367,Hura crepitans,0,1,0,0,0,0,0,0,0,0,0,0
369,Hymenaea courbaril,1,1,1,1,1,1,1,1,1,1,1,1
370,Hymenaea martiana,0,0,0,0,0,0,1,1,1,1,0,0
371,Hymenaea parvifolia,0,0,0,0,0,0,1,1,1,1,0,0
372,Hymenaea stigonocarpa,0,0,0,1,1,1,1,1,1,1,1,0
373,Hymenolobium excelsum,1,1,1,1,1,0,0,0,0,1,1,1
374,Hymenolobium petraeum,0,0,0,0,1,1,0,0,0,0,0,0
375,Ilex brevicuspis,1,1,1,1,1,0,0,0,0,0,0,1
377,Ilex paraguariensis,1,1,1,0,0,0,0,0,0,0,0,0
378,Inga alba,1,1,0,0,0,0,0,0,0,1,1,1
379,Inga capitata,0,0,1,1,1,0,0,0,0,0,0,0
380,Inga cinnamomea,0,0,0,0,0,0,0,0,1,1,1,0
381,Inga cylindrica,0,0,0,0,0,0,0,1,1,0,0,0
382,Inga edulis,1,1,1,1,1,1,0,0,0,0,0,0
383,Inga laurina,1,0,1,1,1,1,1,1,0,0,1,1
384,Inga macrophylla,1,1,0,0,0,0,0,0,0,0,1,1
385,Inga marginata,0,0,0,0,0,0,1,1,1,1,1,0
386,Inga paraensis,1,1,1,0,0,0,0,0,0,0,0,1
387,Inga pilosula,1,1,0,0,0,0,0,0,0,0,0,1
388,Inga rubiginosa,1,1,1,1,1,0,0,0,0,0,0,1
389,Inga sessilis,1,1,1,1,0,0,0,0,0,0,1,1
390,Inga vera,1,1,1,1,1,0,0,0,0,0,0,1
391,Ischaemum minus,1,1,0,0,0,0,0,0,1,1,1,1
392,Jacaranda brasiliana,0,0,0,0,0,0,1,1,1,1,0,0
393,Jacaranda caroba,0,0,0,1,1,1,1,1,1,1,0,0
394,Jacaranda copaia,1,1,1,0,0,0,0,0,0,0,0,0
395,Jacaranda cuspidifolia,0,0,0,1,1,1,1,1,1,0,0,0
396,Jacaranda micrantha,0,0,0,0,0,1,1,1,1,0,0,0
397,Jacaranda puberula,1,0,0,0,0,0,0,0,0,0,1,1
398,Jacaranda ulei,1,1,1,1,1,1,0,0,0,0,0,1
399,Jacaratia corumbensis,1,0,0,0,0,0,0,0,1,1,1,1
400,Jacaratia spinosa,1,1,1,1,1,0,0,0,0,0,1,1
401,Kielmeyera coriacea,0,0,0,1,1,1,1,0,1,1,0,0
402,Kielmeyera lathrophyton,0,0,0,0,0,0,0,1,1,0,0,0
403,Kielmeyera rubriflora,0,0,0,0,0,0,0,1,1,0,0,0
404,Kielmeyera speciosa,0,0,0,0,0,0,1,1,1,0,0,0
405,Laetia procera,0,1,1,0,0,0,0,0,0,0,0,0
406,Lafoensia pacari,1,1,1,1,1,0,0,1,1,1,1,1
407,Laguncularia racemosa,0,1,1,1,1,0,0,0,0,0,0,0
408,Lamanonia brasiliensis,0,0,0,0,0,0,0,0,0,1,1,0
410,Lavoisiera cordata,0,1,1,1,0,0,0,0,0,0,0,0
411,Lecythis lurida,0,0,1,1,1,0,0,0,0,0,0,0
412,Lecythis pisonis,1,1,1,1,1,1,1,1,1,1,1,1
413,Lepidaploa aurea,0,0,0,0,1,1,1,1,1,0,0,0
414,Leptolobium dasycarpum,0,1,0,0,0,0,0,0,0,0,0,0
415,Leptolobium elegans,0,1,0,0,0,0,0,0,0,0,0,0
416,Libidibia ferrea,0,0,0,0,0,0,1,1,1,0,0,0
417,Licania rigida,1,1,1,0,0,0,0,0,0,0,0,0
418,Lithrea brasiliensis,1,1,1,0,0,0,0,0,0,0,1,1
420,Lonchocarpus cultratus,0,1,1,1,1,1,1,0,0,0,0,0
421,Lonchocarpus sericeus,0,0,0,0,0,1,1,1,1,0,0,0
422,Loudetiopsis chrysothrix,0,0,0,1,1,1,1,1,1,1,1,0
423,Luehea candicans,0,0,0,0,0,0,1,1,0,0,0,0
424,Luehea divaricata,1,1,1,1,1,1,1,1,1,1,1,1
425,Luehea grandiflora,0,0,0,0,0,0,1,1,0,0,0,0
426,Luehea paniculata,0,1,1,0,0,0,0,0,0,1,1,0
428,Mabea angustifolia,0,0,0,0,0,1,1,1,1,0,0,0
429,Mabea fistulifera,1,0,0,1,1,1,1,1,1,0,1,1
430,Mabea taquari,0,0,0,0,0,0,0,1,1,1,1,0
